Scrape Index,Post ID,PostD ate,Date Scraped,Message,Link
1736,23987,2025-02-25T16:07:23+00:00,2025-04-18T09:33:01.567357,"موشن گرافی سرباز
خدمت مقدس سربازی فرصتی برای موفقیت در یادگیری و رشد#دستاوردهای_انقلاب_اسلامی🇮🇷#ایران_قوی#آینده_روشن_است#strong_Iran#ايران_القويه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23987
1737,23988,2025-02-25T16:07:23+00:00,2025-04-18T09:33:01.567578,"🎥 اذعان اینترنشنال به مدیریت کم‌نظیر ایران در تشییع رهبران مقاومت#دستاوردهای_انقلاب_اسلامی🇮🇷#ایران_قوی#آینده_روشن_است#strong_Iran#ايران_القويه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23988
1738,23976,2025-02-25T16:07:23+00:00,2025-04-18T09:33:05.514964,"🎥 جمعیت واقعی تشییع‌کنندگان سیدحسن نصرالله چقدر بود؟

روز گذشته حامیان جبهه مقاومت و دلدادگان به آرمان فلسطین در سراسر دنیا، اقدام به برگزاری تشییع نمادین پیکر سید شهیدان مقاومت کردند که هیچ برآورد دقیقی از این جمعیت عظیم، در رسانه‌ها منتشر نشده است.

جمعیت دقیق تشییع‌کنندگان شهیدان سیدحسن نصرالله و صفی‌الدین، حاصل جمع افراد حاضر در مراسم بیروت و افراد حاضر در تشییع نمادین این دو سید والامقام است.#حزب_الله_لبنان#حزب_الله_پیروز_است#سید_مقاومت#انا_علی_العهد#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23976
1739,23977,2025-02-25T16:07:23+00:00,2025-04-18T09:33:05.515189,"🎥  آرزو و دعا برای شهادت از زبان شهید نصرالله و شهید صفی الدین#حزب_الله_لبنان#حزب_الله_پیروز_است#سید_مقاومت#انا_علی_العهد#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23977
1740,23978,2025-02-25T16:07:23+00:00,2025-04-18T09:33:05.515389,"🔰 سرلشکر باقری: با سپردن امور به مردم می‌توانیم مشکلات را حل کنیم.#تلنگر#دولت_تراز_انقلاب_اسلامی#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23978
1741,23979,2025-02-25T16:07:23+00:00,2025-04-18T09:33:05.515606,"🎥 پیام حاج ابوعلی جواد سرتیم حفاظت شهید نصرالله به مردم ایران:
خیلی دوستتون دارم
باهم میمانیم و باهم ادامه میدیم#حزب_الله_لبنان#حزب_الله_پیروز_است#سید_مقاومت#انا_علی_العهد#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23979
1742,23980,2025-02-25T16:07:23+00:00,2025-04-18T09:33:05.515786,"❌یورونیوز: اروپا به کانون بیماری‌های مقاربتی تبدیل شده است

▪️بر اساس گزارش جدیدی که مرکز پیشگیری و کنترل بیماری‌های اروپا منتشر کرده، اروپا به کانونی برای بیماری‌های مقاربتی مانند سوزاک و سفلیس تبدیل شده است.

▪️در سال ۲۰۲۳، تعداد موارد سفلیس و سوزاک افزایش چشمگیری داشت، در حالی که عفونت کلامیدیا همچنان شایع‌ترین بیماری مقاربتی بوده است. 

▪️بیشتر موارد سفلیس در میان مردان همجنس‌گرا و دوجنس‌گرا گزارش شده است، اما این نرخ همچنین در میان زنان در تمام گروه‌های سنی در سال ۲۰۲۳ افزایش یافته است.

📌دولت‌های اروپایی با وجود لحاظ کردن تمام تدابیر امنیتی (بهداشتی) و آموزشی در روابط جنسی باز هم قادر به کنترل بیماری‌های مقاربتی جنسی نبوده‌اند، آیا این نتیجۀ آزادی افسار گسیخته در روابط خارج از ازدواج نیست؟#غرب_بدون_روتوش#آه_مظلوم#ابهت_پوشالی#غربگدا#رویای_سوخته#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23980
1743,23981,2025-02-25T16:07:23+00:00,2025-04-18T09:33:05.515973,"🥀🌷 گرامیداشت یاد و خاطره سرداران سرافراز عاشورایی ""شهید مهندس مهدی باکری و شهید حمید باکری""

⏱ زمان : پنجشنبه 23 اسفند ماه 1403 - ساعت 19:30

📍آدرس : تهران، میدان فاطمی، تالار بزرگ وزارت کشور

▫️▫️▫️▫️▫️#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23981
1744,23982,2025-02-25T16:07:23+00:00,2025-04-18T09:33:05.516159,"سارق زورگیر مادر بزرگ خیابان پیروزی، توسط پلیس آگاهی تهران بزرگ دستگیر شد//
👈 درخواست صدور حکم اشد مجازات برای مجرم، مطالبه شهروندان از قوه قضاییه#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23982
1745,23970,2025-02-25T10:30:02+00:00,2025-04-18T09:33:09.267233,"جانشین فرمانده کل انتظامی کشور گفت: نیروی انتظامی در ماه مبارک رمضان با صاحبان صنوف و اماکنی که اقدام به طبخ و توزیع غذا خارج از ساعاتی که برای آنان مقرر شده می کنند برخورد قانونی می کند.https://news.police.ir/page/single-news?id=100037439#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23970
1746,23971,2025-02-25T10:30:02+00:00,2025-04-18T09:33:09.267338,"وقتی انسانیت به محاق می رود// با تلاش شبانه روزی پلیس آگاهی استان البرز، گروگان ها آزاد و گروگانگیران تحویل مراجع قضایی شدند.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23971
1747,23972,2025-02-25T10:30:02+00:00,2025-04-18T09:33:09.267442,"💢پدر ما بهترین رفیق بود که رفت ...
همه ما مدیون اشک های فرزندان شهدا هستیم

🔹 دختری که نگاهش به در بود تا پدر برگردد اما در گوشه ای از شهر برای امنیت و آرامش مردم#جانفداشد .

🌷وداع فرزندان شهید پلیس محمد رضا سندی در استان سیستان و بلوچستان#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23972
1748,23973,2025-02-25T10:30:02+00:00,2025-04-18T09:33:09.267541,"🎥برگزاری ششمین یادواره سرداران و۱۴۰۶ شهید سرافراز یگان های ویژه پاسداران فراجا 

زمان:۸ اسفند ماه۱۴۰۳ 

⏱ساعت:۹ صبح

📍مکان:تهران بلوار مرزداران_مرکز همایش های نورالرضا(ع)#یادواره_شهدا#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23973
1749,23974,2025-02-25T10:30:02+00:00,2025-04-18T09:33:09.267620,"رئيس سازمان عقيدتي سياسي انتظامي کشور، گفت: بيت المال امانت است، به هيچ کس اجازه دست اندازي به بيت المال را نمي دهيم و دستي که بخواهد به بيت المال تعدي کند را قطع مي کنيم.https://news.police.ir/page/single-news?id=100037445#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23974
1750,23975,2025-02-25T10:30:02+00:00,2025-04-18T09:33:09.267699,"جانشین فرمانده کل انتظامی کشور گفت: خط قرمز پلیس در چهارشنبه آخر سال مسدودکردن خیابان ها، میدان ها و ایجاد مزاحمت برای دیگر شهروندان است که اینگونه افراد بدانند با برخورد قاطع و قانونی پلیس روبرو خواهند شد.https://news.police.ir/page/single-news?id=100037446#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23975
1751,23963,2025-02-25T10:30:02+00:00,2025-04-18T09:33:12.872988,"🔰 راهنمای فعالسازی تایید دومرحله‌ای

🔴 فعالسازی تایید دو مرحله‌ای نقش قابل توجهی در ارتقای امنیت حساب‌های کاربری شبکه‌های اجتماعی دارد.

⭕️با فعالسازی تایید دو مرحله‌ای امنیت حساب کاربری خود را تضمین کنید.#پلیس_فتا#کلیک_امن#تایید_دومرحله_ای#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23963
1752,23964,2025-02-25T10:30:02+00:00,2025-04-18T09:33:12.873152,"انهدام اهداف دشمن در مسافت ۱۲۰۰ کیلومتری با پهپاد «آرش» 

‌🔹در ادامه اجرای مراحل اصلی و عملیاتی رزمایش مشترک ذوالفقار ۱۴۰۳ ارتش، عملیات انهدام هدف مورد نظر توسط پهپاد آرش در منطقه عمومی رزمایش با موفقیت اجرا شد.

🔹‌در این مرحله از رزمایش، پهپاد تهاجمی و دوربرد آرش با طی مسافت ۱۲۰۰ کیلومتر، توانست با موفقیت هدف تعیین شده خود را مورد اصابت قرار داده و منهدم کند.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23964
1753,23965,2025-02-25T10:30:02+00:00,2025-04-18T09:33:12.873313,"خط و نشان پلیس برای چهارشنبه آخر سال

▪️برخورد قاطع و قانونی با متخلفان!

جانشین فرمانده کل انتظامی کشور:
‌🔹در حوزه سلاح غیرمجاز و قاچاق سلاح ابتدا باید اشراف اطلاعاتی کامل داشته باشیم و پس از هماهنگی‌های لازم اقدامات عملیاتی برای برخورد قاطع با متخلفان و قاچاقچیان انجام شود.

‌‌🔹هر ساله شاهد‌یم در چهارشنبه آخر سال افرادی بر اثر انفجار ترقه مجروح یا حتی جان خود را از دست می‌دهند.

🔹کسانی که اقدام به تهیه و توزیع مواد محترقه غیرمجاز می‌‌کنند‌ و به خیابان‌ها‌ می‌آیند و حتی در مواردی خیابان‌ها را مسدود می‌کنند.

🔹متخلفان بدانندخط قرمز پلیس مسدود کردن خیابان‌ها، میدان‌ها و ایجادمزاحمت برای دیگر شهروندان است و به شدت برخورد قاطع و قانونی خواهیم کرد.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23965
1754,23966,2025-02-25T10:30:02+00:00,2025-04-18T09:33:12.873462,"۳ نوزاد در غزه از سرمای شدید جان باختند

🔹سعید صلاح، مدیر بیمارستان خیریه اصدقاء المریض اعلام کرد که ۳ نوزاد که سن آن‌ها یک روزه تا دو روزه و به وزن‌های بین ۱.۷ تا ۲ کیلوگرم بودند به دلیل سرمای شدید معروف به «Cold Injury» جان باختند.

🔹وی افزود که ۳ نوزاد دیگر در شرایط بحرانی هستند.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23966
1755,23967,2025-02-25T10:30:02+00:00,2025-04-18T09:33:12.873612,"ماندگاری هوای سرد تا پنجشنبه 

🔹سازمان هواشناسی از ماندگاری هوای سرد تا پنجشنبه به‌ویژه در نیمه شمالی کشور خبر داد

🔹بیشینه دمای امروز پایتخت به چهار سانتی‌گراد بالای صفر و کمینه دمای آن به منفی چهار درجه خواهد رسید.#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23967
1756,23968,2025-02-25T10:30:02+00:00,2025-04-18T09:33:12.873760,"وزارت امور خارجه آمریکا: ما همچنان برای مختل کردن جریان‌های مالی غیرقانونی برای فعالیت‌های مخرب ایران کار خواهیم کرد!#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23968
1757,23969,2025-02-25T10:30:02+00:00,2025-04-18T09:33:12.873914,"🔰معاون فرهنگي و اجتماعي فراجا با بيان اينکه تمامي مشاوره‌هاي پليس رايگان ‏است، افزود: 69 درصد پرونده هاي قضايي که به پليس ارجاع مي شود و تمامي خدمات به شهروندان ‏نيز به صورت کاملا رايگان صورت مي گيرد.‏

لینک خبر👇https://news.police.ir/page/single-news?id=100037442#پلیس_کردستان#خادمان_امین🔸همراه ما باشید در👇
پیام رسان سروش :https://splus.ir/policekurdestanپیام رسان ایتا :https://eitaa.com/police_kordestanپیام رسان بله:https://ble.ir/policekordestanپیام رسان روبیکا:https://rubika.ir/police_kurdestan",https://eitaa.com/police_kamyaran/23969
