Scrape Index,Post ID,PostD ate,Date Scraped,Message,Link
561,3719,2024-12-12T02:04:43+00:00,2025-04-15T02:48:50.439732,"🚨اجرای طرح بازدید و نظارت بر دکه های سطح شهر بوشهر

🔻در راستای اجرای طرح  بازدید و نظارت بر دکه های سطح شهر ضمن انجام هماهنگی های قضایی با رعایت تمامی موازین اخلاقی و قانونی از تعداد ۳ واحد صنفی دکه بازدید به عمل آورده و در خلال بازدید ها تذکرات لازم در خصوص رعایت قوانین و مقررات داده شد.
کشفیات:
کشف تعداد زیادی سلاح سرد اعم از چاقو ٫ شوکر٫اسپری فلفل٫پنجه بوکس
کشف تعداد زیادی سیگار های خارجی
کشف تعداد قابل توجهی سیگار های الکترونیکی
کشف مقادیری اقلام بهداشتی غیرمجاز

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3719
562,3720,2024-12-12T02:13:06+00:00,2025-04-15T02:48:50.439866,"✅ اجرای طرح مقابله با تبلیغات و فروش لوازم آرایشی بهداشتی غیر مجاز توسط واحد های صنفی فاقد پروانه  در فضای مجازی.

🔻معاونت نظارت بر کسب و کارهای مجازی پلیس اماکن در راستای جلوگیری از عرضه کالاهای غیر مجاز مربوط به حوزه سلامت از اجرای طرح مقابله با تبلیغات و عرضه لوازم آرایشی و بهداشتی غیر مجاز توسط افراد در فضای مجازی که فاقد پروانه فعالیت می باشند در سراسر کشور به منظور حفظ سلامت و ارتقای امنیت و آرامش شهروندان خبر داد. 

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3720
563,3721,2024-12-12T02:18:33+00:00,2025-04-15T02:48:50.440017,"✅استان اصفهان-
اداره نظارت براماکن عمومی استان 

💢طرح تشدید بازرسی و نظارت بر اصناف ویژه شب یلدا با حضور معاون هماهنگی اقتصادی استانداری، مدیر کل دفتر هماهنگی اقتصادی استانداری، مدیر کل تعزیرات حکومتی، نایب رئیس اتاق اصناف مرکز استان اصفهان، مدیر بازرسی و نظارت اصناف استان، نمایندگان ادارات پلیس نظارت بر اماکن عمومی،  بهداشت، فرمانداری، سازمان میادین میوه و تره بار  و رئیس و هیئت مدیره اتحادیه صنف میوه و سبزی در محل سالن جلسات استانداری برگزار گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3721
564,3722,2024-12-12T02:21:34+00:00,2025-04-15T02:48:50.440152,"📌اداره نظارت بر اماکن عمومی کردستان 

✅اجرای طرح نظارت بر مشاورین املاک🔻در اجرای طرح کنترل و نظارت بر صنوف و در اجرای گشت مشترک با ادارات تعزیرات صنعت معدن تجارت و اتاق اصناف از تعداد ۱۶ واحد صنفی مشاور املاک بازدید که در نتیجه تعداد دو واحد صنفی به دلیل نداشتن پروانه کسب و عدم نصب سامانه کاتب پلمب و از ادامه فعالیتشان جلوگیری بعمل آمد.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3722
565,3723,2024-12-12T03:16:42+00:00,2025-04-15T02:48:50.440300,"پنجشنبه بیست و دوم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3723
566,3724,2024-12-12T20:38:35+00:00,2025-04-15T02:48:50.440450,"جمعه بیست و سوم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3724
567,3725,2024-12-13T16:08:38+00:00,2025-04-15T02:48:50.440614,"پلمب ۳۱۰ ضايعات فروشي متخلف در گيلانگروه استان‌ها - گيلان - رئيس اداره نظارت بر اماکن عمومي فرماندهي انتظامي استان گيلان از پلمب ۳۱۰ واحد صنفي ضايعات فروشي متخلف در استان خبر داد.

سرهنگ ""علي حيدرخواه"" در گفت‌وگو با خبرنگار خبرگزاري پليس، به تلاش‌هاي شبانه‌روزي نيروي انتظامي براي تأمين و ارتقاء امنيت در سطح جامعه اشاره کرد و اظهار داشت:«اقدامات قاطع و قانوني پليس در راستاي برخورد با متخلفان و مجرمان، موجب قانون‌مداري و ارتقاء مؤلفه‌هاي امنيت مي‌شود.»
وي ادامه داد: در راستاي نظارت بر اجراي قوانين مربوط به فعاليت صنوف، طرح کنترل و بازرسي از واحدهاي صنفي ضايعات فروشي به‌صورت ويژه و مستمر در دستور کار مأموران اداره نظارت بر اماکن عمومي قرار گرفته است.
رئيس اداره نظارت بر اماکن عمومي گيلان افزود: از مجموع ۹ هزار و ۱۴۹واحد صنفي بازديد به عمل آمده ۳۱۰ واحد صنفي ضايعاتي متخلف  پلمب گرديد.
سرهنگ حيدرخواه در پايان ضمن بيان اينکه متصديان اين واحدهاي صنفي تذکرات قبلي را ناديده گرفته بودند، از مردم خواست در صورت مشاهده هرگونه مورد مشکوک و تخلف در واحدهاي صنفي، مراتب را بلافاصله از طريق سامانه ۱۱۰ به پليس اطلاع دهند.


🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3725
568,3726,2024-12-13T16:14:49+00:00,2025-04-15T02:48:50.440772,"🔰 هرمزگان - میناب

🚨کشف تعداد ۲۶۴۷ عدد انواع قرص های غیر مجاز و متادون از واحد صنفی عطاری در شهرستان میناب

🔻در اجرای طرح ارتقا امنیت اجتماعی در سطح شهرستان میناب و بازدید از واحد‌های صنفی عطاری ،مامورین اداره نظارت بر اماکن عمومی از داخل واحدصنفی عطاری تعداد ۲۶۴۷ عدد انواع قرص های غیر مجاز ومتادون و... کشف نموده که متهم دستگیر و برای نامبرده در این زمینه پرونده قضایی تشکیل گردید.
🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3726
569,3714,2024-12-10T20:36:56+00:00,2025-04-15T02:49:01.191653,"چهارشنبه بیست و یکم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3714
570,3702,2024-12-06T21:21:38+00:00,2025-04-15T02:49:05.180920,"شنبه هفدهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3702
571,3703,2024-12-07T12:51:16+00:00,2025-04-15T02:49:05.181089,"✅شناسایی ۸ واحد صنفی  متخلف در بستر فضای مجازی_  استان مازندران 

🔻درراستای اجرای طرح نظارت بر فعالیت صنوف در فضای مجازی عوامل حوزه نظارت بر کسب و کارهای مجازی پلیس اماکن استان تعداد ۸صفحه  پر مخاطب با تعداد بیش از ۱۵۵هزار نفر دنبال کننده را به علت تبلیغات نامتعارف در فضای مجازی شناسایی وپس از حذف محتوای مجرمانه واحدهای مربوط مذکور پلمب گردیدند.


🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3703
572,3704,2024-12-07T20:51:37+00:00,2025-04-15T02:49:05.181241,"یکشنبه هجدهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3704
573,3705,2024-12-08T20:35:33+00:00,2025-04-15T02:49:05.181395,"دوشنبه نوزدهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3705
574,3706,2024-12-08T20:40:12+00:00,2025-04-15T02:49:05.181605,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3706
575,3707,2024-12-08T20:57:45+00:00,2025-04-15T02:49:05.181770,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3707
576,3708,2024-12-10T02:44:51+00:00,2025-04-15T02:49:05.181913,"سه شنبه بیستم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3708
577,3709,2024-12-10T02:45:25+00:00,2025-04-15T02:49:05.182135,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3709
578,3710,2024-12-10T18:00:36+00:00,2025-04-15T02:49:05.182290,"✅ برگزاری نشست مشترک  روسای اتحادیه فروشگاه های زنجیره ای  با رئیس پلیس نظارت بر اماکن عمومی فراجا و معاونین  سردار نوروزی 



🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3710
579,3711,2024-12-10T18:00:37+00:00,2025-04-15T02:49:05.182435,"🔰هرمزگان-بندرعباس 

🚨اجرای طرح بازدید از اقامتگاه های بوم‌گردی جزیره هرمز(مرحله دوم)
🔻در اجرای طرح بازدید از واحد‌های صنفی و اقامتگاه های بوم گردی جزیره هرمز ، اکیپی از اداره نظارت بر اماکن عمومی استان پس از هماهنگی صورت گرفته به جزیره هرمز اعزام که از تعداد ۳۶ واحد اقامتگاه و خانه مسافرو...بازدید نموده که تعداد ۱۰ واحد صنفی اخطاریه پلمب دریافت و ۴واحد نیز به علت تخلفات صورت گرفته پلمب گردیدند.  

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3711
580,3712,2024-12-10T18:00:38+00:00,2025-04-15T02:49:05.182580,"🚨انهدام باند آموزش و اجرای تتو غیر مجاز در استان مازندران

💢 عوامل اداره نظارت بر اماکن عمومی استان  موفق به شناسایی باندتتو غیر مجاز در شهرستان ساری شدند .این باند اقدام به برگزاری کلاسهای آموزشی مختلط و اجرای تتو بر روی بدن جنس مخالف با قیمتهای زیاد و انتشار آن در فضای مجازی می‌نموده که در این راستا تعداد یک نفر مرد و یک نفر زن دستگیر مکان پلمب و پرونده قضایی تشکیل و درحال رسیدگی می باشد.

 🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken.",https://eitaa.com/payshgar_police_amaken/3712
581,3713,2024-12-10T18:21:48+00:00,2025-04-15T02:49:05.182723,"💢اداره نظارت بر اماکن عمومی انتظامی استان ایلام

🔻در راستای تشریح طرح و سامانه سپتام( سامانه پایش تصویری پلیس نظارت بر اماکن عمومی) جلسه  پرسش و پاسخ در خصوص چگونگی عملکرد سامانه سپتام ،نحوه  ثبت نام در سامانه مذکور،  با حضور هیات رییسه اتاق اصناف مرکز ایلام ، سرهنگ فتاحیان ریاست  اداره نظارت بر اماکن عمومی، اتحادیه رایانه و مخابرات و همچنین تعدادی از کافی نت های سطح شهر در محل اتاق اصناف مرکز ایلام برگزار گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3713
582,3701,2024-12-06T18:02:25+00:00,2025-04-15T02:49:09.221980,"🍽 رستوران فاطمی در رشت🏴

در میان هیاهوی برگزاری پارتی و جشن و ...  بدون ملاحظه حرمت ایام فاطمیه، اما رستورانی واقع در خیابان ضیایری رشت به نام ""گیل بانو کاسپین"" با دعوت از یک سخنران و مداح اقدام به برگزاری مراسم عزاداری شهادت حضرت زهرا سلام الله علیها همراه با پذیرایی از مردم نمود.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3701
583,3689,2024-12-04T18:32:56+00:00,2025-04-15T02:49:13.169696,"ویژه غرب استان تهران 
✅طرح برخورد با صنوف عدم رعایت ساعت خاموشی در سطح حوزه(شهریار، فاز یک اندیشه، وائین)

🔻 در اجرای طرح و بازدید از واحدهای صنفی متخلف، عدم رعایت ساعت خاموشی در شهریار، فاز یک اندیشه و وائین از ساعت ۰۰۳۰ الی ۰۳۰۰ تعداد ۲۶ صنوف متخلف  که ساعت کاری را رعایت ننموده با آنها برخورد و برگه اخطار ده روزه صادر گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3689
584,3690,2024-12-04T18:35:00+00:00,2025-04-15T02:49:13.169863,"💢 اللهم صل علی فاطمة و ابیها و بعلها و بنیها و سر المستودع فیها بعدد ما احاط به علمک.
🏴سالروز شهادت بانوی بی‌نشان بانوی دو عالم بی بی فاطمه الزهرا (س) را تسلیت عرض می نماییم. 🏴

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3690
585,3691,2024-12-04T20:39:12+00:00,2025-04-15T02:49:13.170011,"پنجشنبه پانزدهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3691
586,3692,2024-12-04T20:39:49+00:00,2025-04-15T02:49:13.170217,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3692
587,3693,2024-12-05T04:52:44+00:00,2025-04-15T02:49:13.170418,No Text,https://eitaa.com/payshgar_police_amaken/3693
588,3694,2024-12-05T15:47:23+00:00,2025-04-15T02:49:13.170590,"🚨اداره نظارت بر اماکن عمومی استان فارس 

✅     کشف تعداد  ۵۳۲۰ عدد انواع  قرص و دارو های غیر مجاز ، مخدر و مقادیری پودر ها و دارو های سلامت محور  ( سقط جنین ) در خیابان انوری کلانشهر شیراز 
  💢  در اجرای طرح جمع آوری دارو های سلامت محور ، جوانی  جمعیت و داروهای سقط جنین در شیراز تعداد ۵۳۲۰ پنج هزارو سیصدو بیست عدد انواع قرص ، داروهای  مخدر متادون ، مورفین و مقادیری پودرهای چاقی و لاغری  غیر مجاز که از مصادیق بارز دخالت غیر مجازدر امر درمان می باشد  کشف دو نفر متهم دستگیر سه واحد صنفی  پلمب و متهمین پس از تشکیل پرونده به مرجع قضایی معرفی گردیدند.


🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3694
589,3695,2024-12-05T15:49:55+00:00,2025-04-15T02:49:13.170744,"🔰هرمزگان-بندرعباس 
💢اجرای طرح بازدید از واحد‌های صنفی و اقامتگاه های بوم‌گردی جزیره هرمز

🔻در اجرای طرح بازدید از واحد‌های صنفی و اقامتگاه های بوم گردی جزیره هرمز ، اکیپی از اداره نظارت بر اماکن عمومی استان پس از هماهنگی صورت گرفته به جزیره هرمز اعزام وپس از برگزاری جلسه هماهنگی و تعاملی با مسئولین جزیره از تعداد ۷۶ واحد اقامتگاه و خانه مسافرو...بازدید نموده که تعداد ۲۰  واحد صنفی اخطاریه پلمب دریافت و ۱۱ واحد نیز به علت تخلفات صورت گرفته پلمب گردیده وبرای نامبردگان پرونده ای دراین زمینه تشکیل گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3695
590,3696,2024-12-05T15:50:52+00:00,2025-04-15T02:49:13.170888,"📣اجرای طرح برخورد با ناهنجاری های  صنوف در استان مازندران 

🔻در اجرای طرح مذکور عوامل اداره نظارت بر اماکن عمومی استان در شهرستان ساری تعداد ۶ واحد صنفی را در رسته های مختلف بعلت عدم رعایت ضوابط  انتظامی و ماده ۲۷ شناسایی و پلمب نمودند.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3696
591,3697,2024-12-05T20:38:31+00:00,2025-04-15T02:49:13.171005,"جمعه شانزدهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3697
592,3698,2024-12-05T20:39:51+00:00,2025-04-15T02:49:13.171184,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3698
593,3699,2024-12-06T17:27:43+00:00,2025-04-15T02:49:13.171302,"🚨دستگیری ادمین رسانه هتاک

🔹در پی انتشار محتوایی موهن با مضمون توهین به ساحت حضرت زهرا(س) در کانال ""باشگاه رانندگان اسنپ""، پلیس فتا تهران بزرگ نسبت به احضار مدیرعامل شرکت مذکور اقدام و برابر پیگرد قضایی صورت گرفته ادمین رسانه مذکور بازداشت و لوگوی توقیف صفحه نیز در کانال هتاک قرار داده شد.
در این خصوص نتایج اقدام های صورت گرفته به پلیس نظارت بر اماکن عمومی فراجا در راستا هماهنگی از سوی پلیس فتا فراجا اعلام گردید.#پلیساماکن#پلیسفتا

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3699
594,3700,2024-12-06T17:51:04+00:00,2025-04-15T02:49:13.171435,"💢 سمنان
اداره نظارت براماکن عمومی

✅کشف ۶۳۹۴ قلم انواع سیگار، توتون و ویپ های غیر مجاز و قاچاق در اجرای طرح برخورد با عرضه کنندگان مواد دخانی  قاچاق غیر مجاز. 

🔻در راستای اجرای طرح برخورد با عرضه کنندگان مواد دخانی قاچاق و غیر مجاز، مامورین اداره نظارت براماکن عمومی در معیت اتاق اصناف، از ۲۱ واحد صنفي عرضه کننده محصولات دخانی بازدید به عمل آورده که منجر به کشف ۶۳۹۴ قلم انواع سیگار،توتون و ویپ های غیرمجاز و قاچاق گردید .

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3700
595,3688,2024-12-03T20:39:35+00:00,2025-04-15T02:49:17.160771,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3688
596,3675,2024-12-01T20:44:40+00:00,2025-04-15T02:49:21.156789,"دوشنبه دوازدهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3675
597,3676,2024-12-01T21:01:24+00:00,2025-04-15T02:49:21.156994,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3676
598,3677,2024-12-02T18:10:02+00:00,2025-04-15T02:49:21.157149,"🚨اجرای طرح بازدید و نظارت بر صنوف پیرامون عرضه سیگار های خارجی و سیگار الکترونیکی در شهر بوشهر

🔻در راستای اجرای طرح  بازدید و نظارت بر صنوف پیرامون ممنوعیت خرید و فروش سیگار های خارجی و سیگار الکترونیکی در سطح شهر بوشهر مامورین اداره نظارت بر اماکن عمومی در معیت  نماینده اداره صنعت و معدن ضمن انجام هماهنگی های قضایی از تعداد هشت واحد صنفی بازدید به عمل آورده و در خلال بازدید ها تذکرات لازم در خصوص رعایت قوانین و مقررات و ارائه هوشیاری لازم پیرامون ممنوعیت خرید و فروش سیگار های خارجی و سیگار الکترونیکی به متصدی ها داده شد و تعهد اخذ گردید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3677
599,3678,2024-12-02T18:14:38+00:00,2025-04-15T02:49:21.157307,"✅برگزاری جلسه هماهنگي پلیس اماکن همدان با کارشناسان سپتام.

🔻در راستای اجرای ضوابط پایش تصویری (سپتام)وبه منظور هماهنگی در خصوص حضور کارشناسان  سامانه در واحدهای صنفی و اجرای ضوابط مربوطه، جلسه ای در محل اداره نظارت بر اماکن استان برگزار و در خصوص اجرای هرچه بهتر ضوابط انتظامی به ویژه ضوابط سپتام، توسط کارشناسان اماکن و نماینده شرکت در سطح اصناف و اماکن عمومی همدان و شهرستانهای تابعه بحث و تبادل و نظر گردید.  در این راستا مسائل و مشکلات موجو نیز مورد  بررسی  قرار گرفت .

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3678
600,3679,2024-12-02T18:15:34+00:00,2025-04-15T02:49:21.157457,"💢اداره نظارت بر اماکن عمومی استان فارس 
✅کشف ۹۰۰ قلم انواع تنباکو ، توتون و ویپ های غیر مجاز و قاچاق در اجرای طرح برخورد با  عرضه کنندگان مواد دخانی قاچاق غیر مجاز و مضره در کلانشهر شیراز

🔻در راستای اجرای طرح برخورد با عرضه کنندگان مواد دخانی قاچاق غیر مجاز و مضره در کلانشهر شیراز مامورین اداره نظارت براماکن عمومی در معیت عوامل سازمان صمت ، اتاق اصناف، پلیس امنيت اقتصادی از ۹۳ واحد صنفي عرضه کننده محصولات دخانی بازدید به عمل آمده که منجر به کشف ۹۰۰ قلم انواع تنباکو،توتون و ویپ های مضره ، غیرمجاز و قاچاق گردید جهت متصدیان ۵ واحد صنفی متخلف پرونده تعزیراتی تشکيل گردید.



🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3679
601,3680,2024-12-02T20:49:24+00:00,2025-04-15T02:49:21.157600,"سه شنبه سیزدهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3680
602,3681,2024-12-02T20:51:02+00:00,2025-04-15T02:49:21.157791,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3681
603,3682,2024-12-03T18:31:50+00:00,2025-04-15T02:49:21.157984,"🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3682
604,3683,2024-12-03T18:43:00+00:00,2025-04-15T02:49:21.158138,"🚨اجرای طرح تشدید و نظارت بر صنوف قهوه خانه  ها و باشگاه ورزشی و بدنسازی در پیشگیری از جرائم خشن  و پاکسازی اراذل و اوباش در شهر تهران 

🔻در راستای ارتقای امنیت اجتماعی و طرح پیشگیری از جرائم خشن و پاکسازی اراذل و اوباش از واحد های صنوف قهوه خانه ها و باشگاه های ورزشی و بدنسازی در شهر تهران اجرا گردید که در این راستا از تعداد ۲۰۷واحد صنفی بازدید به عمل آمد.
تعداد ۱۵واحدصنفی بعلت کشف مشروبات الکلی و سلاح سرد دراجرای دستور قضایی پلمب گردید.
 
📌عمده تخلفات صنفی محرزشده در اجرای طرح  فوق عبارتند از:
 عدم رعایت ضوابط و مقررات صنفی  فعالیت خارج از رسته شغلی ؛ بکارگیری اتباع خارجی غیرمجاز ؛ آلودگی صوتی؛ فعالیت در ساعات پایانی شب ؛ سرو مشروبات الکلی و پذیرایی از افراد معلوم الحال می باشد.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3683
605,3684,2024-12-03T18:46:41+00:00,2025-04-15T02:49:21.158284,"✅ کشف تعداد ۳۹۲۲۰ نخ سیگار قاچاق و پلمب تعداد ۳۴ واحد صنفی، توسط ادارات نظارت بر اماکن عمومی در سطح استان خوزستان. 

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3684
606,3685,2024-12-03T20:13:51+00:00,2025-04-15T02:49:21.158431,🆔@payshgar_police_Amaken,https://eitaa.com/payshgar_police_amaken/3685
607,3686,2024-12-03T20:39:13+00:00,2025-04-15T02:49:21.158577,"چهارشنبه چهاردهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3686
608,3674,2024-12-01T03:56:42+00:00,2025-04-15T02:49:25.253394,"یکشنبه یازدهم آذر ماه ۱۴۰۳
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3674
609,3662,2024-11-29T10:02:10+00:00,2025-04-15T02:49:29.113613,"اداره نظارت بر اماکن عمومی استان قزوین

🚨پلمب شعبه غیر مجاز شرکت بازاریابی شبکه ای در قزوین 

🔻در راستای طرح شناسایی و برخورد با شعب غیر مجاز شرکت های بازاریابی شبکه ای یک شعبه در شهرستان البرز استان قزوین شناسایی و پلمب گردید.


🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3662
610,3663,2024-11-29T10:08:31+00:00,2025-04-15T02:49:29.113784,"✅اجرای طرح بازدید از شرکت های بازاریابی اینترنتی دارای مجوزدر استان همدان

🔻 در راستای اجرای طرح بازدید از شرکت های بازاریابی اینترنتی  درخصوص نحوه‌ی فعالیت شرکت های موصوف ، از تعداد ۴ شرکت مذکور درشهر همدان بازدید و تذکرات لازم در خصوص رعایت قوانین و مقررات به مدیران مربوطه ارائه گردید .

گفتنی‌ست در خلال بازدید‌های صورت گرفته به موارد ذیل تأکید و از متصدیان مربوطه درخواست گردید که موارد مذکور را نصب‌العین خود قرار دهند :
۱ -  نصب و آویزان نمودن کارت شناسایی لیدر بر روی لباس .
۲ - ممنوعیت به کار گیری افراد زیر ۱۸ سال .
۳ - حضور مستمر مدیر شرکت در محل شرکت  .
۴ - مجزا بودن اتاق مدیریت و مانیتورینگ و فعال بودن دوربین ها پایش تصویری .
۵ - نصب بنر اینفو گرافی و مجوز فعالیت بر روی دیوار اتاق .
۶- عدم تجمع افراد در مقابل شرکت و ایجاد مزاحمت برای همسایگان.
  ۷ _ عدم برگزاری جلسات در بیرون از شرکت و در مکان های عموی بدون مجوز اداره نظارت بر اماکن عمومی.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3663
611,3664,2024-11-29T14:26:06+00:00,2025-04-15T02:49:29.113939,"✅خوزستان - کشف ۴۲۳۲۰ نخ سیگار قاچاق در اجرای طرح برخورد با توزیع کنندگان و جمع آوری سیگارهای قاچاق در  سطح عرضه در واحد های صنفی سطح استان 

🔻در راستای اجرای طرح برخورد با توزیع کنندگان و جمع آوری سیگارهای قاچاق و مضر از واحد صنفی در سطح استان خوزستان، مامورین ادارات نظارت بر اماکن عمومی فرماندهی انتظامی استان خوزستان در سطح استان تعداد ۴۲۳۲۰ نخ سیگار قاچاق را جمع آوری ، تعداد ۵ واحد صنفی را پلمب و پرونده ای در این خصوص تشکیل و به دستگاه قضایی ارسال نمودند 
گفتنی است:
سیگار های مکشوفه توسط مامورین ادارات نظارت بر اماکن عمومی در شهرستان های اهواز ، خرمشهر،  باوی و هفتکل بوده است.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3664
612,3665,2024-11-29T14:38:50+00:00,2025-04-15T02:49:29.114086,"✅  طرح پاکسازی سفره خانه های سنتی، باغ رستوران ها و قهوه خانه های شمال غرب کلانشهر شیراز، منجر به طرد ۶ نفر اتباع خارجه غیر مجاز و پلمب ۵ واحد صنفی.

🔻  طرح پاکسازی صنوف و اماکن عمومی به ویژه  سفره خانه های سنتی و قهوه خانه ها در شمال غرب کلانشهر شیراز اجرایی و عملیاتی گردید.
 در این راستا پنج ۵ واحد صنفی سفره خانه  و باغ رستوران پلمب و مقادیری مشروبات الکلی دست ساز نیز کشف گردید وشش ۶ نفر اتباع خارجه غیر مجاز دستگیر جهت طرد از کشور تحویل اردوگاه گردیدند در همین طرح نیز پنج  ۵ نفر از متصدیان سفره خانه های موصوف  به  هویت های معلوم دستگیر و تحت نظر قرار گرفتند .


🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3665
613,3666,2024-11-29T14:43:25+00:00,2025-04-15T02:49:29.114372,"🚨کشف و انهدام باند توزیع گسترده گوشت های آلوده در سطح شهرستان ملایر و دستگیری شش نفر توسط عوامل اداره نظارت بر اماکن ملایر.
🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3666
614,3670,2024-11-29T17:34:40+00:00,2025-04-15T02:49:29.114619,"🎥ببینید:

💠عوامل تروریستی موساد برای اجاره یا خرید ملک چگونه رفتار می کنند؟#نکات_امنیتی#املاک#موساد#ترور#حواسمون_به_خونمون_باشه#متسا#مرجع_ترویج_سواد_امنیتیشهروندان گرامی:
لطفا در صورت  مشاهد مراتب را به شماره ۱۱۳ وزارت اطلاعات
 و یا ۱۱۰ پلیس نظارت بر اماکن عمومی اعلام نمایید.

🔰پلیس نظارت براماکن عمومی فراجا 
🆔@payshgar_police_Amaken",https://eitaa.com/payshgar_police_amaken/3670
